id_amat;id_via;anagrafica;gerarchia;rete;tipologia;sede;marcia;norma;lunghezza;LONG_X_4326_CENTROID;LAT_Y_4326_CENTROID;Location
"9218";"7233";PIAZZALE CIMITERO MONUMENTALE;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"152";9.18072949894895;45.4850553213176;"(45.4850553213176, 9.18072949894895)"
"9219";"574";VIA EDMONDO DE AMICIS;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"94";9.17459880425698;45.4606669470242;"(45.4606669470242, 9.17459880425698)"
"9220";"7233";PIAZZALE CIMITERO MONUMENTALE;;urbana;promiscuo pedoni;carreggiata;bidirezionale;percorso promiscuo - pedonale e ciclabile;"155";9.17891933768448;45.4844288075008;"(45.4844288075008, 9.17891933768448)"
"9221";"574";VIA EDMONDO DE AMICIS;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"170";9.17921147497503;45.4580530981248;"(45.4580530981248, 9.17921147497503)"
"9222";"591";VIA MOLINO DELLE ARMI;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"80";9.18417031773876;45.4565585894984;"(45.4565585894984, 9.18417031773876)"
"9223";"3120";CORSO PLEBISCITI;;ciclabile;ciclabile segnaletica;parterre;bidirezionale;corsia ciclabile;"17";9.22250234519253;45.4679981854393;"(45.4679981854393, 9.22250234519253)"
"9224";"3120";CORSO PLEBISCITI;;ciclabile;ciclabile segnaletica;parterre;bidirezionale;corsia ciclabile;"167";9.21861636982005;45.467991139991;"(45.467991139991, 9.21861636982005)"
"9225";"6109";VIA VINCENZO FOPPA;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"24";9.16466615821991;45.4589316586353;"(45.4589316586353, 9.16466615821991)"
"9226";"6108";VIA GIUSEPPE DEZZA;;ciclabile;ciclabile sede propria;parterre;monodirezionale - concorde;corsia ciclabile;"89";9.16334440388061;45.4591554027613;"(45.4591554027613, 9.16334440388061)"
"9227";"6108";VIA GIUSEPPE DEZZA;;ciclabile;ciclabile sede propria;parterre;monodirezionale - concorde;corsia ciclabile;"115";9.16357690134915;45.4593746143945;"(45.4593746143945, 9.16357690134915)"
"9228";"6108";VIA GIUSEPPE DEZZA;;ciclabile;ciclabile sede propria;parterre;monodirezionale - concorde;corsia ciclabile;"17";9.16433269644729;45.4591152490981;"(45.4591152490981, 9.16433269644729)"
"9229";"602";VIA GIOSUE' CARDUCCI;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile con lanterna bici;"25";9.17357171471671;45.4623761399404;"(45.4623761399404, 9.17357171471671)"
"9230";"574";VIA EDMONDO DE AMICIS;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"17";9.1734797542705;45.4614589847714;"(45.4614589847714, 9.1734797542705)"
"9231";"574";VIA EDMONDO DE AMICIS;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;non regolamentato;"66";9.17638862552964;45.4595280479172;"(45.4595280479172, 9.17638862552964)"
"9232";"7233";PIAZZALE CIMITERO MONUMENTALE;;urbana;promiscuo pedoni;attraversamento;bidirezionale;attraversamento - generico;"15";9.17996131737547;45.4845987540947;"(45.4845987540947, 9.17996131737547)"
"9233";"6109";VIA VINCENZO FOPPA;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"18";9.16467729180302;45.4590805499462;"(45.4590805499462, 9.16467729180302)"
"9234";"7107";VIALE GIOVANNI MILTON;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"216";9.17095966854787;45.4733366697481;"(45.4733366697481, 9.17095966854787)"
"9235";"4249";PIAZZALE LODI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;non regolamentato;"13";9.21060625826512;45.4471209714276;"(45.4471209714276, 9.21060625826512)"
"9236";"3243";VIA ARCANGELO CORELLI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"18";9.26432267144782;45.4703760048601;"(45.4703760048601, 9.26432267144782)"
"9237";"3243";VIA ARCANGELO CORELLI;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"404";9.25893936143824;45.4713498418597;"(45.4713498418597, 9.25893936143824)"
"9238";"3243";VIA ARCANGELO CORELLI;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"49";9.26184537721705;45.4699548060393;"(45.4699548060393, 9.26184537721705)"
"9239";"3243";VIA ARCANGELO CORELLI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"11";9.25166720055227;45.4710188345555;"(45.4710188345555, 9.25166720055227)"
"9240";"3243";VIA ARCANGELO CORELLI;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"205";9.25029000756385;45.4711192675611;"(45.4711192675611, 9.25029000756385)"
"9241";"3243";VIA ARCANGELO CORELLI;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"59";9.25211344903436;45.4710374234372;"(45.4710374234372, 9.25211344903436)"
"9243";"7290";VIA VARESINA;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;ordinanza lavori stradali;"183";9.1483855196412;45.4944456434722;"(45.4944456434722, 9.1483855196412)"
"9245";"6348";VIA ALFREDO PANZINI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"5";9.1604599161496;45.4710200156567;"(45.4710200156567, 9.1604599161496)"
"9246";"6291";VIA DOMENICO CIMAROSA;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"85";9.15841208916741;45.4646483631847;"(45.4646483631847, 9.15841208916741)"
"9247";"2390";VIA PALMANOVA;;urbana;promiscuo pedoni;carreggiata;bidirezionale;non regolamentato;"25";9.24051520276103;45.499239509248;"(45.499239509248, 9.24051520276103)"
"9248";"2390";VIA PALMANOVA;;urbana;promiscuo pedoni;carreggiata;bidirezionale;non regolamentato;"34";9.24110591967606;45.499666846708;"(45.499666846708, 9.24110591967606)"
"9249";;VIA WERNER VON SIEMENS;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"7";9.23771451370954;45.5103784666429;"(45.5103784666429, 9.23771451370954)"
"9250";"1163";VIALE FRANCESCO RESTELLI;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"151";9.19871881219394;45.4918349733185;"(45.4918349733185, 9.19871881219394)"
"9251";"2292";VIA SPOLETO;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - discorde;corsia ciclabile;"110";9.2163822510987;45.4954069743133;"(45.4954069743133, 9.2163822510987)"
"9252";"2292";VIA SPOLETO;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - discorde;attraversamento - ciclabile;"5";9.21698136173813;45.4951068462574;"(45.4951068462574, 9.21698136173813)"
"9253";"2258";VIA GIULIO E CORRADO VENINI;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - discorde;corsia ciclabile;"24";9.21726835534876;45.4950702282846;"(45.4950702282846, 9.21726835534876)"
"9254";"2291";VIA MARTIRI OSCURI;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - discorde;corsia ciclabile;"8";9.21729685207588;45.4949535447372;"(45.4949535447372, 9.21729685207588)"
"9255";"3117";PIAZZA RISORGIMENTO;;ciclabile;ciclabile sede propria;parterre;monodirezionale - concorde;corsia ciclabile;"57";9.2105150410305;45.4679016601634;"(45.4679016601634, 9.2105150410305)"
"9256";"2709";VIA CADUTI DI MARCINELLE;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"464";9.26340907150595;45.4827273922235;"(45.4827273922235, 9.26340907150595)"
"9257";"2709";VIA CADUTI DI MARCINELLE;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"5";9.26472448524853;45.4806649136377;"(45.4806649136377, 9.26472448524853)"
"9258";"1135";VIA VOLTURNO;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"122";9.19109849619683;45.4882309557339;"(45.4882309557339, 9.19109849619683)"
"9259";"1108";VIA MELCHIORRE GIOIA;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;non regolamentato;"8";9.1913118268373;45.4811815511396;"(45.4811815511396, 9.1913118268373)"
"9260";"3117";PIAZZA RISORGIMENTO;;ciclabile;ciclabile segnaletica;parterre;monodirezionale - concorde;corsia ciclabile;"18";9.21026511532122;45.4682755602649;"(45.4682755602649, 9.21026511532122)"
"9261";"6361";PIAZZALE GIULIO CESARE;;ciclabile;ciclabile sede propria;parterre;bidirezionale;corsia ciclabile;"27";9.15553809672656;45.4733892611549;"(45.4733892611549, 9.15553809672656)"
"9262";"2291";VIA MARTIRI OSCURI;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - discorde;attraversamento - ciclabile;"6";9.21721815386185;45.4949667796011;"(45.4949667796011, 9.21721815386185)"
"9263";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"12";9.14991036624474;45.4746238093322;"(45.4746238093322, 9.14991036624474)"
"9264";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"62";9.15024654211371;45.4744042159799;"(45.4744042159799, 9.15024654211371)"
"9265";"5142";PIAZZALE DELLE MILIZIE;;ciclabile;ciclabile segnaletica;ponte;monodirezionale - concorde;corsia ciclabile;"262";9.15740980450967;45.449030321629;"(45.449030321629, 9.15740980450967)"
"9266";"1088";VIALE ENRICO FERMI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"11";9.18355054750283;45.5051796384003;"(45.5051796384003, 9.18355054750283)"
"9269";"1746";VIA ETTORE MAJORANA;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"20";9.18471425698435;45.5130157902321;"(45.5130157902321, 9.18471425698435)"
"9270";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"17";9.14611187891366;45.4775006209135;"(45.4775006209135, 9.14611187891366)"
"9271";"4068";CORSO LODI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"6";9.22381090262495;45.4400439485088;"(45.4400439485088, 9.22381090262495)"
"9272";"2390";VIA PALMANOVA;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"474";9.24331085075672;45.501296991689;"(45.501296991689, 9.24331085075672)"
"9273";"408";VIA SANTA SOFIA;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"138";9.19152143858384;45.4571739172176;"(45.4571739172176, 9.19152143858384)"
"9274";"3219";PIAZZALE FERDINANDO MARTINI;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"197";9.22148128526646;45.4565330476079;"(45.4565330476079, 9.22148128526646)"
"9275";"3219";PIAZZALE FERDINANDO MARTINI;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato - parco o area verde;"356";9.22011889660191;45.4569719670744;"(45.4569719670744, 9.22011889660191)"
"9276";"1746";VIA ETTORE MAJORANA;;ciclabile;ciclabile segnaletica;marciapiede;bidirezionale;corsia ciclabile;"21";9.17975950549569;45.5141714378521;"(45.5141714378521, 9.17975950549569)"
"9277";"6624";VIA NOVARA;;ciclabile;ciclabile segnaletica;passerella;bidirezionale;corsia ciclabile;"180";9.10291774745266;45.4801980491369;"(45.4801980491369, 9.10291774745266)"
"9278";"1360";VIALE MARCHE;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"22";9.19744205352707;45.4949243180557;"(45.4949243180557, 9.19744205352707)"
"9279";"1055";PIAZZA DELLA REPUBBLICA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"91";9.19869517677999;45.4798324983839;"(45.4798324983839, 9.19869517677999)"
"9280";;PARCO NORD;;verde;promiscuo pedoni;parco o area verde;bidirezionale;non regolamentato;"147";9.17951744019692;45.5148260057412;"(45.5148260057412, 9.17951744019692)"
"9281";"6188";VIA ALBERTO DA GIUSSANO;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"60";9.16431397875809;45.4681860443575;"(45.4681860443575, 9.16431397875809)"
"9282";"3118";CORSO INDIPENDENZA;;ciclabile;ciclabile sede propria;parterre;monodirezionale - concorde;corsia ciclabile;"97";9.21401220815825;45.4677571680527;"(45.4677571680527, 9.21401220815825)"
"9283";"5144";ALZAIA NAVIGLIO GRANDE;;urbana;promiscuo veicoli;carreggiata;bidirezionale;FACILITAZIONE - divieto di transito ecc. bici;"1673";9.12971705371904;45.4410814729594;"(45.4410814729594, 9.12971705371904)"
"9284";"3319";VIALE DELL'AVIAZIONE;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;corsia ciclabile;"348";9.2550837980112;45.460107332516;"(45.460107332516, 9.2550837980112)"
"9285";"5275";VIALE CASSALA;;ciclabile;ciclabile segnaletica;ponte;monodirezionale - concorde;corsia ciclabile;"105";9.15880516026754;45.4465957438324;"(45.4465957438324, 9.15880516026754)"
"9286";"1313";VIA BENIGNO CRESPI;;ciclabile;ciclabile sede propria;marciapiede;bidirezionale;corsia ciclabile;"81";9.18610410466326;45.4986404249796;"(45.4986404249796, 9.18610410466326)"
"9287";"1418";VIA EMILIO DE MARCHI;;ciclabile;ciclabile sede propria;ponte;bidirezionale;corsia ciclabile;"133";9.21196520122089;45.505047340334;"(45.505047340334, 9.21196520122089)"
"9288";"5275";VIALE CASSALA;;ciclabile;ciclabile segnaletica;attraversamento;monodirezionale - concorde;attraversamento - ciclabile;"39";9.1581983988702;45.447083471027;"(45.447083471027, 9.1581983988702)"
"9289";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"14";9.14901141564614;45.4751050369862;"(45.4751050369862, 9.14901141564614)"
"9290";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"46";9.14923974669586;45.4748977087049;"(45.4748977087049, 9.14923974669586)"
"9292";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"13";9.14950662265877;45.4747269966318;"(45.4747269966318, 9.14950662265877)"
"9293";"6388";VIA MONTE ROSA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"13";9.14790992193418;45.4759298489443;"(45.4759298489443, 9.14790992193418)"
"9294";"6108";VIA GIUSEPPE DEZZA;;ciclabile;ciclabile sede propria;parterre;monodirezionale - concorde;corsia ciclabile;"26";9.16043028034953;45.4608117634985;"(45.4608117634985, 9.16043028034953)"
"9295";"6785";VIA CUSAGO;;ciclabile;ciclabile sede propria;margine;monodirezionale - concorde;corsia ciclabile;"251";9.05747339133566;45.4544902528074;"(45.4544902528074, 9.05747339133566)"
"9296";"6363";PIAZZA GIOVANNI AMENDOLA;;ciclabile;ciclabile sede propria;parterre;bidirezionale;corsia ciclabile;"101";9.15176982786171;45.4737176753248;"(45.4737176753248, 9.15176982786171)"
"9297";"361";VIA UMBERTO VISCONTI DI MODRONE;;ciclabile;ciclabile segnaletica;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"98";9.19933564775592;45.4636954779936;"(45.4636954779936, 9.19933564775592)"
"9298";"6707";VIA BISCEGLIE;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"201";9.11918845907703;45.4495870508816;"(45.4495870508816, 9.11918845907703)"
"9299";"1088";VIALE ENRICO FERMI;;ciclabile;ciclabile sede propria;margine;bidirezionale;corsia ciclabile;"172";9.18236326530655;45.5065747178811;"(45.5065747178811, 9.18236326530655)"
"9300";"6188";VIA ALBERTO DA GIUSSANO;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"141";9.16342256230174;45.4689092317848;"(45.4689092317848, 9.16342256230174)"
"9301";"6188";VIA ALBERTO DA GIUSSANO;;ciclabile;ciclabile segnaletica;marciapiede;bidirezionale;corsia ciclabile;"40";9.16500999867673;45.4677629554488;"(45.4677629554488, 9.16500999867673)"
"9302";"1088";VIALE ENRICO FERMI;;ciclabile;ciclabile sede propria;margine;bidirezionale;corsia ciclabile;"211";9.18106256562539;45.5079989892789;"(45.5079989892789, 9.18106256562539)"
"9303";"1055";PIAZZA DELLA REPUBBLICA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;ordinanza lavori stradali;"68";9.19763537818967;45.4786839983797;"(45.4786839983797, 9.19763537818967)"
"9304";"1201";VIA VITTOR PISANI;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"75";9.20200747868007;45.483381371142;"(45.483381371142, 9.20200747868007)"
"9305";"1200";PIAZZA DUCA D'AOSTA;;ciclabile;ciclabile segnaletica;marciapiede;bidirezionale;corsia ciclabile;"20";9.20277536898526;45.4838705003787;"(45.4838705003787, 9.20277536898526)"
"9306";"1200";PIAZZA DUCA D'AOSTA;;ciclabile;ciclabile segnaletica;marciapiede;bidirezionale;corsia ciclabile;"38";9.20323999907823;45.4839314260696;"(45.4839314260696, 9.20323999907823)"
"9307";"1200";PIAZZA DUCA D'AOSTA;;ciclabile;ciclabile segnaletica;marciapiede;bidirezionale;corsia ciclabile;"40";9.2020344537879;45.4845819883753;"(45.4845819883753, 9.2020344537879)"
"9308";"3318";VIALE ENRICO FORLANINI;;urbana;promiscuo pedoni;margine;bidirezionale;percorso promiscuo - pedonale e ciclabile;"150";9.25539113893238;45.4617658802019;"(45.4617658802019, 9.25539113893238)"
"9309";"1200";PIAZZA DUCA D'AOSTA;;ciclabile;ciclabile segnaletica;marciapiede;bidirezionale;corsia ciclabile;"28";9.20211264096477;45.484201782904;"(45.484201782904, 9.20211264096477)"
"9310";"1163";VIALE FRANCESCO RESTELLI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"8";9.19928480502259;45.4924432245189;"(45.4924432245189, 9.19928480502259)"
"9311";"3254";VIALE ARGONNE;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"25";9.23253434804846;45.4683360811457;"(45.4683360811457, 9.23253434804846)"
"9312";"3120";CORSO PLEBISCITI;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"10";9.21974750273239;45.4680027943854;"(45.4680027943854, 9.21974750273239)"
"9313";"1108";VIA MELCHIORRE GIOIA;;ciclabile;ciclabile sede propria;marciapiede;monodirezionale - concorde;corsia ciclabile;"41";9.19580090725907;45.4847927444401;"(45.4847927444401, 9.19580090725907)"
"9314";"6174";VIA VENTI SETTEMBRE;;ciclabile;ciclabile sede propria;parterre;monodirezionale - concorde;corsia ciclabile;"38";9.17047975099643;45.4703312082687;"(45.4703312082687, 9.17047975099643)"
"9315";"6174";VIA VENTI SETTEMBRE;;ciclabile;ciclabile sede propria;parterre;monodirezionale - concorde;corsia ciclabile;"5";9.17069022234178;45.4704558379303;"(45.4704558379303, 9.17069022234178)"
"9316";"1200";PIAZZA DUCA D'AOSTA;;ciclabile;ciclabile segnaletica;attraversamento;bidirezionale;attraversamento - ciclabile;"10";9.20202088652452;45.4843582027063;"(45.4843582027063, 9.20202088652452)"
"9317";"1200";PIAZZA DUCA D'AOSTA;;ciclabile;ciclabile sede propria;carreggiata;bidirezionale;corsia ciclabile;"11";9.20258635364642;45.4838771238426;"(45.4838771238426, 9.20258635364642)"
"9318";"2106";BASTIONI DI PORTA VENEZIA;;ciclabile;ciclabile sede propria;carreggiata;monodirezionale - concorde;corsia ciclabile;"158";9.20375598224278;45.4746071450384;"(45.4746071450384, 9.20375598224278)"
"9319";"1414";PIAZZA GORLA;;urbana;promiscuo pedoni;sottopasso;bidirezionale;non regolamentato;"31";9.22197939119203;45.5037075682447;"(45.5037075682447, 9.22197939119203)"
